Дата операции,Номер документа,Тип документа,Контрагент,Сумма,Валюта,НДС,Счет учета,Описание операции,Ответственный сотрудник
2026-02-20,LG-03750,Прочее,TOO Unknown Services,2750000,KZT,0,7210,Срочная корректировка вручную,Айгерим С.
2026-02-21,LG-03751,Акт,TOO Prime Service,139250,KZT,16710.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-02-22,LG-03752,Счет-фактура,TOO Delta Supplies,146500,KZT,17580.0,7210,Маркетинговые услуги,Марина Ж.
2026-02-23,LG-03753,Акт,TOO North Office,153750,KZT,18450.0,2930,Транспортные услуги,Арман О.
2026-02-24,LG-03754,Счет-фактура,TOO Metro Parts,161000,KZT,19320.0,3310,Закупка канцелярских товаров,Дамир К.
2026-02-25,LG-03755,Акт,TOO City Trade,168250,KZT,20190.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-02-26,LG-03756,Счет-фактура,IP Audit Expert,175500,KZT,21060.0,2930,Поставка расходных материалов,Нурлан Т.
2026-02-27,LG-03757,Акт,TOO Vision Market,182750,KZT,21930.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-02-28,LG-03758,Счет-фактура,TOO Logistic Group,190000,KZT,22800.0,7210,Маркетинговые услуги,Арман О.
2026-03-01,LG-03759,Акт,TOO Prime Service,197250,KZT,23670.0,2930,Транспортные услуги,Дамир К.
2026-03-02,LG-03760,Счет-фактура,TOO Delta Supplies,204500,KZT,24540.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-03-03,LG-03761,Акт,TOO North Office,211750,KZT,25410.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-03-04,LG-03762,Счет-фактура,TOO Metro Parts,219000,KZT,26280.0,2930,Поставка расходных материалов,Марина Ж.
2026-03-05,LG-03763,Акт,TOO City Trade,226250,KZT,27150.0,3310,Техническое обслуживание оборудования,Арман О.
2026-03-06,LG-03764,Счет-фактура,IP Audit Expert,233500,KZT,28020.0,7210,Маркетинговые услуги,Дамир К.
2026-03-07,LG-03765,Акт,TOO Vision Market,240750,KZT,28890.0,2930,Транспортные услуги,Айгерим С.
2026-03-08,LG-03766,Счет-фактура,TOO Logistic Group,248000,KZT,29760.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-03-09,LG-03767,Акт,TOO Prime Service,255250,KZT,30630.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-03-10,LG-03767,Счет-фактура,TOO Delta Supplies,262500,KZT,31500.0,2930,Поставка расходных материалов,Арман О.
2026-03-11,LG-03769,Акт,TOO North Office,269750,KZT,32370.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-03-12,LG-03770,Счет-фактура,TOO Metro Parts,277000,KZT,33240.0,7210,Маркетинговые услуги,Айгерим С.
2026-03-13,LG-03771,Акт,TOO City Trade,284250,KZT,34110.0,2930,Транспортные услуги,Нурлан Т.
2026-03-14,LG-03772,Счет-фактура,IP Audit Expert,291500,KZT,34980.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-03-15,LG-03773,Акт,TOO Vision Market,298750,KZT,35850.0,7210,Услуги сопровождения офиса,Арман О.
2026-03-16,LG-03774,Счет-фактура,TOO Logistic Group,306000,KZT,36720.0,2930,Поставка расходных материалов,Дамир К.
2026-03-17,LG-03775,Акт,TOO Prime Service,45000,KZT,5400.0,3310,,Айгерим С.
2026-03-18,LG-03776,Счет-фактура,TOO Delta Supplies,52250,KZT,6270.0,7210,Маркетинговые услуги,Нурлан Т.
2026-03-19,LG-03777,Акт,TOO North Office,59500,KZT,7140.0,2930,Транспортные услуги,Марина Ж.
2026-03-20,LG-03778,Счет-фактура,TOO Metro Parts,66750,KZT,8010.0,3310,Закупка канцелярских товаров,Арман О.
2026-03-21,LG-03779,Акт,TOO City Trade,74000,KZT,8880.0,7210,Услуги сопровождения офиса,Дамир К.
2026-03-22,LG-03780,Счет-фактура,IP Audit Expert,81250,KZT,9750.0,2930,Поставка расходных материалов,Айгерим С.
2026-03-23,LG-03781,Акт,TOO Vision Market,88500,KZT,10620.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-03-24,LG-03782,Счет-фактура,TOO Logistic Group,95750,KZT,11490.0,7210,Маркетинговые услуги,Марина Ж.
2026-03-25,LG-03783,Акт,TOO Prime Service,103000,KZT,12360.0,2930,Транспортные услуги,Арман О.
2026-03-26,LG-03784,Счет-фактура,TOO Delta Supplies,110250,KZT,13230.0,3310,Закупка канцелярских товаров,Дамир К.
2026-03-27,LG-03785,Акт,TOO North Office,117500,KZT,14100.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-03-28,LG-03786,Счет-фактура,TOO Metro Parts,124750,KZT,14970.0,2930,Поставка расходных материалов,Нурлан Т.
2026-03-29,LG-03787,Акт,TOO City Trade,132000,KZT,15840.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-03-30,LG-03788,Счет-фактура,IP Audit Expert,139250,KZT,16710.0,7210,Маркетинговые услуги,Арман О.
2026-03-31,LG-03789,Акт,TOO Vision Market,146500,KZT,17580.0,2930,Транспортные услуги,Дамир К.
2026-04-01,LG-03790,Счет-фактура,TOO Logistic Group,153750,KZT,18450.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-04-02,LG-03791,Акт,TOO Prime Service,161000,KZT,19320.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-04-03,LG-03792,Счет-фактура,TOO Delta Supplies,168250,KZT,20190.0,2930,Поставка расходных материалов,Марина Ж.
2026-04-04,LG-03793,Акт,TOO North Office,175500,KZT,21060.0,3310,Техническое обслуживание оборудования,Арман О.
2026-04-05,LG-03794,Счет-фактура,TOO Metro Parts,182750,KZT,21930.0,7210,Маркетинговые услуги,Дамир К.
2026-04-06,LG-03795,Акт,TOO City Trade,190000,KZT,22800.0,2930,Транспортные услуги,Айгерим С.
2026-04-07,LG-03796,Счет-фактура,IP Audit Expert,197250,KZT,23670.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-04-08,LG-03797,Акт,TOO Vision Market,204500,KZT,24540.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-04-09,LG-03798,Счет-фактура,TOO Logistic Group,211750,KZT,25410.0,2930,Поставка расходных материалов,Арман О.
2026-04-10,LG-03799,Акт,TOO Prime Service,219000,KZT,26280.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-04-11,LG-03800,Счет-фактура,TOO Delta Supplies,226250,KZT,27150.0,7210,Маркетинговые услуги,Айгерим С.
2026-04-12,LG-03801,Акт,TOO North Office,233500,KZT,28020.0,2930,Транспортные услуги,Нурлан Т.
2026-04-13,LG-03802,Счет-фактура,TOO Metro Parts,240750,KZT,28890.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-04-14,LG-03803,Акт,TOO City Trade,248000,KZT,29760.0,7210,Услуги сопровождения офиса,Арман О.
2026-04-15,LG-03804,Счет-фактура,IP Audit Expert,255250,KZT,30630.0,2930,Поставка расходных материалов,Дамир К.
2026-04-16,LG-03805,Акт,TOO Vision Market,262500,KZT,31500.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-04-17,LG-03806,Счет-фактура,TOO Logistic Group,269750,KZT,32370.0,7210,Маркетинговые услуги,Нурлан Т.
2026-04-18,LG-03807,Акт,TOO Prime Service,277000,KZT,33240.0,2930,Транспортные услуги,Марина Ж.
2026-04-19,LG-03808,Счет-фактура,TOO Delta Supplies,284250,KZT,34110.0,3310,Закупка канцелярских товаров,Арман О.
2026-04-20,LG-03809,Акт,TOO North Office,291500,KZT,34980.0,7210,Услуги сопровождения офиса,Дамир К.
2026-04-21,LG-03810,Счет-фактура,TOO Metro Parts,298750,KZT,35850.0,2930,Поставка расходных материалов,Айгерим С.
2026-04-22,LG-03811,Акт,TOO City Trade,306000,KZT,36720.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-04-23,LG-03812,Счет-фактура,IP Audit Expert,45000,KZT,5400.0,7210,Маркетинговые услуги,Марина Ж.
2026-04-24,LG-03813,Акт,TOO Vision Market,52250,KZT,6270.0,2930,Транспортные услуги,Арман О.
2026-04-25,LG-03814,Счет-фактура,TOO Logistic Group,59500,KZT,7140.0,3310,Закупка канцелярских товаров,Дамир К.
2026-04-26,LG-03815,Акт,TOO Prime Service,66750,KZT,8010.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-04-27,LG-03816,Счет-фактура,TOO Delta Supplies,74000,KZT,8880.0,2930,Поставка расходных материалов,Нурлан Т.
2026-04-28,LG-03817,Акт,TOO North Office,81250,KZT,9750.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-04-29,LG-03818,Счет-фактура,TOO Metro Parts,88500,KZT,10620.0,7210,Маркетинговые услуги,Арман О.
2026-04-30,LG-03819,Акт,TOO City Trade,95750,KZT,11490.0,2930,Транспортные услуги,Дамир К.
2026-05-01,LG-03820,Счет-фактура,IP Audit Expert,103000,KZT,12360.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-05-02,LG-03821,Акт,TOO Vision Market,110250,KZT,13230.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-05-03,LG-03822,Счет-фактура,TOO Logistic Group,117500,KZT,14100.0,2930,Поставка расходных материалов,Марина Ж.
2026-05-04,LG-03823,Акт,TOO Prime Service,124750,KZT,14970.0,3310,Техническое обслуживание оборудования,Арман О.
2026-05-05,LG-03824,Счет-фактура,TOO Delta Supplies,132000,KZT,15840.0,7210,Маркетинговые услуги,Дамир К.
2026-05-06,LG-03825,Акт,TOO North Office,139250,KZT,16710.0,2930,Транспортные услуги,Айгерим С.
2026-05-07,LG-03826,Счет-фактура,TOO Metro Parts,146500,KZT,17580.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-05-08,LG-03827,Акт,TOO City Trade,153750,KZT,18450.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-05-09,LG-03828,Счет-фактура,IP Audit Expert,161000,KZT,19320.0,2930,Поставка расходных материалов,Арман О.
2026-05-10,LG-03829,Акт,TOO Vision Market,168250,KZT,20190.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-05-11,LG-03830,Счет-фактура,TOO Logistic Group,175500,KZT,21060.0,7210,Маркетинговые услуги,Айгерим С.
2026-05-12,LG-03831,Акт,TOO Prime Service,182750,KZT,21930.0,2930,Транспортные услуги,Нурлан Т.
2026-05-13,LG-03832,Счет-фактура,TOO Delta Supplies,190000,KZT,22800.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-05-14,LG-03833,Акт,TOO North Office,197250,KZT,23670.0,7210,Услуги сопровождения офиса,Арман О.
2026-05-15,LG-03834,Счет-фактура,TOO Metro Parts,204500,KZT,24540.0,2930,Поставка расходных материалов,Дамир К.
2026-05-16,LG-03835,Акт,TOO City Trade,211750,KZT,25410.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-05-17,LG-03836,Счет-фактура,IP Audit Expert,219000,KZT,26280.0,7210,Маркетинговые услуги,Нурлан Т.
2026-05-18,LG-03837,Акт,TOO Vision Market,226250,KZT,27150.0,2930,Транспортные услуги,Марина Ж.
2026-05-19,LG-03838,Счет-фактура,TOO Logistic Group,233500,KZT,28020.0,3310,Закупка канцелярских товаров,Арман О.
2026-05-20,LG-03839,Акт,TOO Prime Service,240750,KZT,28890.0,7210,Услуги сопровождения офиса,Дамир К.
2026-05-21,LG-03840,Счет-фактура,TOO Delta Supplies,248000,KZT,29760.0,2930,Поставка расходных материалов,Айгерим С.
2026-05-22,LG-03841,Акт,TOO North Office,255250,KZT,30630.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-05-23,LG-03842,Счет-фактура,TOO Metro Parts,262500,KZT,31500.0,7210,Маркетинговые услуги,Марина Ж.
2026-05-24,LG-03843,Акт,TOO City Trade,269750,KZT,32370.0,2930,Транспортные услуги,Арман О.
2026-05-25,LG-03844,Счет-фактура,IP Audit Expert,277000,KZT,33240.0,3310,Закупка канцелярских товаров,Дамир К.
2026-05-26,LG-03845,Акт,TOO Vision Market,284250,KZT,34110.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-05-27,LG-03846,Счет-фактура,TOO Logistic Group,291500,KZT,34980.0,2930,Поставка расходных материалов,Нурлан Т.
2026-05-28,LG-03847,Акт,TOO Prime Service,298750,KZT,35850.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-05-29,LG-03848,Счет-фактура,TOO Delta Supplies,306000,KZT,36720.0,7210,Маркетинговые услуги,Арман О.
2026-05-30,LG-03849,Акт,TOO North Office,45000,KZT,5400.0,2930,Транспортные услуги,Дамир К.
2026-05-31,LG-03850,Счет-фактура,TOO Metro Parts,52250,KZT,6270.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-06-01,LG-03851,Акт,TOO City Trade,59500,KZT,7140.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-06-02,LG-03852,Счет-фактура,IP Audit Expert,66750,KZT,8010.0,2930,Поставка расходных материалов,Марина Ж.
2026-06-03,LG-03853,Акт,TOO Vision Market,74000,KZT,8880.0,3310,Техническое обслуживание оборудования,Арман О.
2026-06-04,LG-03854,Счет-фактура,TOO Logistic Group,81250,KZT,9750.0,7210,Маркетинговые услуги,Дамир К.
2026-06-05,LG-03855,Акт,TOO Prime Service,88500,KZT,10620.0,2930,Транспортные услуги,Айгерим С.
2026-06-06,LG-03856,Счет-фактура,TOO Delta Supplies,95750,KZT,11490.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-06-07,LG-03857,Акт,TOO North Office,103000,KZT,12360.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-06-08,LG-03858,Счет-фактура,TOO Metro Parts,110250,KZT,13230.0,2930,Поставка расходных материалов,Арман О.
2026-06-09,LG-03859,Акт,TOO City Trade,117500,KZT,14100.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-06-10,LG-03860,Счет-фактура,IP Audit Expert,124750,KZT,14970.0,7210,Маркетинговые услуги,Айгерим С.
2026-06-11,LG-03861,Акт,TOO Vision Market,132000,KZT,15840.0,2930,Транспортные услуги,Нурлан Т.
2026-06-12,LG-03862,Счет-фактура,TOO Logistic Group,139250,KZT,16710.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-06-13,LG-03863,Акт,TOO Prime Service,146500,KZT,17580.0,7210,Услуги сопровождения офиса,Арман О.
2026-06-14,LG-03864,Счет-фактура,TOO Delta Supplies,153750,KZT,18450.0,2930,Поставка расходных материалов,Дамир К.
2026-06-15,LG-03865,Акт,TOO North Office,161000,KZT,19320.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-06-16,LG-03866,Счет-фактура,TOO Metro Parts,168250,KZT,20190.0,7210,Маркетинговые услуги,Нурлан Т.
2026-06-17,LG-03867,Акт,TOO City Trade,175500,KZT,21060.0,2930,Транспортные услуги,Марина Ж.
2026-06-18,LG-03868,Счет-фактура,IP Audit Expert,182750,KZT,21930.0,3310,Закупка канцелярских товаров,Арман О.
2026-06-19,LG-03869,Акт,TOO Vision Market,190000,KZT,22800.0,7210,Услуги сопровождения офиса,Дамир К.
2026-06-20,LG-03870,Счет-фактура,TOO Logistic Group,197250,KZT,23670.0,2930,Поставка расходных материалов,Айгерим С.
2026-06-21,LG-03871,Акт,TOO Prime Service,204500,KZT,24540.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-06-22,LG-03872,Счет-фактура,TOO Delta Supplies,211750,KZT,25410.0,7210,Маркетинговые услуги,Марина Ж.
2026-06-23,LG-03873,Акт,TOO North Office,219000,KZT,26280.0,2930,Транспортные услуги,Арман О.
2026-06-24,LG-03874,Счет-фактура,TOO Metro Parts,226250,KZT,27150.0,3310,Закупка канцелярских товаров,Дамир К.
2026-06-25,LG-03875,Прочее,TOO Unknown Services,2750000,KZT,0,7210,Срочная корректировка вручную,Айгерим С.
2026-06-26,LG-03876,Счет-фактура,IP Audit Expert,240750,KZT,28890.0,2930,Поставка расходных материалов,Нурлан Т.
2026-06-27,LG-03877,Акт,TOO Vision Market,248000,KZT,29760.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-06-28,LG-03878,Счет-фактура,TOO Logistic Group,255250,KZT,30630.0,7210,Маркетинговые услуги,Арман О.
2026-06-29,LG-03879,Акт,TOO Prime Service,262500,KZT,31500.0,2930,Транспортные услуги,Дамир К.
2026-01-01,LG-03880,Счет-фактура,TOO Delta Supplies,269750,KZT,32370.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-01-02,LG-03881,Акт,TOO North Office,277000,KZT,33240.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-01-03,LG-03882,Счет-фактура,TOO Metro Parts,284250,KZT,34110.0,2930,Поставка расходных материалов,Марина Ж.
2026-01-04,LG-03883,Акт,TOO City Trade,291500,KZT,34980.0,3310,Техническое обслуживание оборудования,Арман О.
2026-01-05,LG-03884,Счет-фактура,IP Audit Expert,298750,KZT,35850.0,7210,Маркетинговые услуги,Дамир К.
2026-01-06,LG-03885,Акт,TOO Vision Market,306000,KZT,36720.0,2930,Транспортные услуги,Айгерим С.
2026-01-07,LG-03886,Счет-фактура,TOO Logistic Group,45000,KZT,5400.0,3310,,Нурлан Т.
2026-01-08,LG-03887,Акт,TOO Prime Service,52250,KZT,6270.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-01-09,LG-03888,Счет-фактура,TOO Delta Supplies,59500,KZT,7140.0,2930,Поставка расходных материалов,Арман О.
2026-01-10,LG-03889,Акт,TOO North Office,66750,KZT,8010.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-01-11,LG-03890,Счет-фактура,IP Rare Vendor 11,74000,KZT,8880.0,7210,Маркетинговые услуги,Айгерим С.
2026-01-12,LG-03891,Акт,TOO City Trade,81250,KZT,9750.0,2930,Транспортные услуги,Нурлан Т.
2026-01-13,LG-03892,Счет-фактура,IP Audit Expert,88500,KZT,10620.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-01-14,LG-03893,Акт,TOO Vision Market,95750,KZT,11490.0,7210,Услуги сопровождения офиса,Арман О.
2026-01-15,LG-03894,Счет-фактура,TOO Logistic Group,103000,KZT,12360.0,2930,Поставка расходных материалов,Дамир К.
2026-01-16,LG-03895,Акт,TOO Prime Service,110250,KZT,13230.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-01-17,LG-03896,Счет-фактура,TOO Delta Supplies,117500,KZT,14100.0,7210,Маркетинговые услуги,Нурлан Т.
2026-01-18,LG-03897,Акт,TOO North Office,124750,KZT,14970.0,2930,Транспортные услуги,Марина Ж.
2026-01-19,LG-03898,Счет-фактура,TOO Metro Parts,132000,KZT,15840.0,3310,Закупка канцелярских товаров,Арман О.
2026-01-20,LG-03899,Акт,TOO City Trade,139250,KZT,16710.0,7210,Услуги сопровождения офиса,Дамир К.
2026-01-21,LG-03900,Счет-фактура,IP Audit Expert,146500,KZT,17580.0,2930,Поставка расходных материалов,Айгерим С.
2026-01-22,LG-03901,Акт,TOO Vision Market,153750,KZT,18450.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-01-23,LG-03902,Счет-фактура,TOO Logistic Group,161000,KZT,19320.0,7210,Маркетинговые услуги,Марина Ж.
2026-01-24,LG-03903,Акт,TOO Prime Service,168250,KZT,20190.0,2930,Транспортные услуги,Арман О.
2026-01-25,LG-03904,Счет-фактура,TOO Delta Supplies,175500,KZT,21060.0,3310,Закупка канцелярских товаров,Дамир К.
2026-01-26,LG-03905,Акт,TOO North Office,182750,KZT,21930.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-01-27,LG-03906,Счет-фактура,TOO Metro Parts,190000,KZT,22800.0,2930,Поставка расходных материалов,Нурлан Т.
2026-01-28,LG-03907,Акт,TOO City Trade,197250,KZT,23670.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-01-29,LG-03908,Счет-фактура,IP Audit Expert,204500,KZT,24540.0,7210,Маркетинговые услуги,Арман О.
2026-01-30,LG-03909,Акт,TOO Vision Market,211750,KZT,25410.0,2930,Транспортные услуги,Дамир К.
2026-01-31,LG-03910,Счет-фактура,TOO Logistic Group,219000,KZT,26280.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-02-01,LG-03911,Акт,TOO Prime Service,226250,KZT,27150.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-02-02,LG-03912,Счет-фактура,TOO Delta Supplies,233500,KZT,28020.0,2930,Поставка расходных материалов,Марина Ж.
2026-02-03,LG-03913,Акт,TOO North Office,240750,KZT,28890.0,3310,Техническое обслуживание оборудования,Арман О.
2026-02-04,LG-03914,Счет-фактура,TOO Metro Parts,248000,KZT,29760.0,7210,Маркетинговые услуги,Дамир К.
2026-02-05,LG-03915,Акт,TOO City Trade,255250,KZT,30630.0,2930,Транспортные услуги,Айгерим С.
2026-02-06,LG-03916,Счет-фактура,IP Audit Expert,262500,KZT,31500.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-02-07,LG-03917,Акт,TOO Vision Market,269750,KZT,32370.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-02-08,LG-03918,Счет-фактура,TOO Logistic Group,277000,KZT,33240.0,2930,Поставка расходных материалов,Арман О.
2026-02-09,LG-03919,Акт,TOO Prime Service,284250,KZT,34110.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-02-10,LG-03920,Счет-фактура,TOO Delta Supplies,291500,KZT,34980.0,7210,Маркетинговые услуги,Айгерим С.
2026-02-11,LG-03921,Акт,TOO North Office,298750,KZT,35850.0,2930,Транспортные услуги,Нурлан Т.
2026-02-12,LG-03922,Счет-фактура,TOO Metro Parts,306000,KZT,36720.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-02-13,LG-03923,Акт,TOO City Trade,45000,KZT,5400.0,7210,Услуги сопровождения офиса,Арман О.
2026-02-14,LG-03924,Счет-фактура,IP Audit Expert,52250,KZT,6270.0,2930,Поставка расходных материалов,Дамир К.
2026-02-15,LG-03925,Акт,TOO Vision Market,59500,KZT,7140.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-02-16,LG-03926,Счет-фактура,TOO Logistic Group,66750,KZT,8010.0,7210,Маркетинговые услуги,Нурлан Т.
2026-02-17,LG-03927,Акт,TOO Prime Service,74000,KZT,8880.0,2930,Транспортные услуги,Марина Ж.
2026-02-18,LG-03928,Счет-фактура,TOO Delta Supplies,81250,KZT,9750.0,3310,Закупка канцелярских товаров,Арман О.
2026-02-19,LG-03929,Акт,TOO North Office,88500,KZT,10620.0,7210,Услуги сопровождения офиса,Дамир К.
2026-02-20,LG-03930,Счет-фактура,TOO Metro Parts,95750,KZT,11490.0,2930,Поставка расходных материалов,Айгерим С.
2026-02-21,LG-03931,Акт,TOO City Trade,103000,KZT,12360.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-02-22,LG-03932,Счет-фактура,IP Audit Expert,110250,KZT,13230.0,7210,Маркетинговые услуги,Марина Ж.
2026-02-23,LG-03933,Акт,TOO Vision Market,117500,KZT,14100.0,2930,Транспортные услуги,Арман О.
2026-02-24,LG-03934,Счет-фактура,TOO Logistic Group,124750,KZT,14970.0,3310,Закупка канцелярских товаров,Дамир К.
2026-02-25,LG-03935,Акт,TOO Prime Service,132000,KZT,15840.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-02-26,LG-03936,Счет-фактура,TOO Delta Supplies,139250,KZT,16710.0,2930,Поставка расходных материалов,Нурлан Т.
2026-02-27,LG-03937,Акт,TOO North Office,146500,KZT,17580.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-02-28,LG-03938,Счет-фактура,TOO Metro Parts,153750,KZT,18450.0,7210,Маркетинговые услуги,Арман О.
2026-03-01,LG-03939,Акт,TOO City Trade,161000,KZT,19320.0,2930,Транспортные услуги,Дамир К.
2026-03-02,LG-03940,Счет-фактура,IP Audit Expert,168250,KZT,20190.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-03-03,LG-03940,Акт,TOO Vision Market,175500,KZT,21060.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-03-04,LG-03942,Счет-фактура,TOO Logistic Group,182750,KZT,21930.0,2930,Поставка расходных материалов,Марина Ж.
2026-03-05,LG-03943,Акт,TOO Prime Service,190000,KZT,22800.0,3310,Техническое обслуживание оборудования,Арман О.
2026-03-06,LG-03944,Счет-фактура,TOO Delta Supplies,197250,KZT,23670.0,7210,Маркетинговые услуги,Дамир К.
2026-03-07,LG-03945,Акт,TOO North Office,204500,KZT,24540.0,2930,Транспортные услуги,Айгерим С.
2026-03-08,LG-03946,Счет-фактура,TOO Metro Parts,211750,KZT,25410.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-03-09,LG-03947,Акт,TOO City Trade,219000,KZT,26280.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-03-10,LG-03948,Счет-фактура,IP Audit Expert,226250,KZT,27150.0,2930,Поставка расходных материалов,Арман О.
2026-03-11,LG-03949,Акт,TOO Vision Market,233500,KZT,28020.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-03-12,LG-03950,Счет-фактура,TOO Logistic Group,240750,KZT,28890.0,7210,Маркетинговые услуги,Айгерим С.
2026-03-13,LG-03951,Акт,TOO Prime Service,248000,KZT,29760.0,2930,Транспортные услуги,Нурлан Т.
2026-03-14,LG-03952,Счет-фактура,TOO Delta Supplies,255250,KZT,30630.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-03-15,LG-03953,Акт,TOO North Office,262500,KZT,31500.0,7210,Услуги сопровождения офиса,Арман О.
2026-03-16,LG-03954,Счет-фактура,TOO Metro Parts,269750,KZT,32370.0,2930,Поставка расходных материалов,Дамир К.
2026-03-17,LG-03955,Акт,TOO City Trade,277000,KZT,33240.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-03-18,LG-03956,Счет-фактура,IP Audit Expert,284250,KZT,34110.0,7210,Маркетинговые услуги,Нурлан Т.
2026-03-19,LG-03957,Акт,TOO Vision Market,291500,KZT,34980.0,2930,Транспортные услуги,Марина Ж.
2026-03-20,LG-03958,Счет-фактура,TOO Logistic Group,298750,KZT,35850.0,3310,Закупка канцелярских товаров,Арман О.
2026-03-21,LG-03959,Акт,TOO Prime Service,306000,KZT,36720.0,7210,Услуги сопровождения офиса,Дамир К.
2026-03-22,LG-03960,Счет-фактура,TOO Delta Supplies,45000,KZT,5400.0,2930,Поставка расходных материалов,Айгерим С.
2026-03-23,LG-03961,Акт,TOO North Office,52250,KZT,6270.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-03-24,LG-03962,Счет-фактура,TOO Metro Parts,59500,KZT,7140.0,7210,Маркетинговые услуги,Марина Ж.
2026-03-25,LG-03963,Акт,TOO City Trade,66750,KZT,8010.0,2930,Транспортные услуги,Арман О.
2026-03-26,LG-03964,Счет-фактура,IP Audit Expert,74000,KZT,8880.0,3310,Закупка канцелярских товаров,Дамир К.
2026-03-27,LG-03965,Акт,TOO Vision Market,81250,KZT,9750.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-03-28,LG-03966,Счет-фактура,TOO Logistic Group,88500,KZT,10620.0,2930,Поставка расходных материалов,Нурлан Т.
2026-03-29,LG-03967,Акт,TOO Prime Service,95750,KZT,11490.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-03-30,LG-03968,Счет-фактура,TOO Delta Supplies,103000,KZT,12360.0,7210,Маркетинговые услуги,Арман О.
2026-03-31,LG-03969,Акт,TOO North Office,110250,KZT,13230.0,2930,Транспортные услуги,Дамир К.
2026-04-01,LG-03970,Счет-фактура,TOO Metro Parts,117500,KZT,14100.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-04-02,LG-03971,Акт,TOO City Trade,124750,KZT,14970.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-04-03,LG-03972,Счет-фактура,IP Audit Expert,132000,KZT,15840.0,2930,Поставка расходных материалов,Марина Ж.
